Temperatur; Luftfeuchtigkeit; Luftdruck; TVOC; CO2; UV
-21.39; 7; 2217; 1814; 2516; 0

-21.64; 7; 2207; 1643; 2436; 0

-21.21; 7; 2194; 1603; 2414; 0

-21.95; 7; 2186; 1688; 2457; 0

-21.87; 7; 2173; 2433; 2799; 0

-21.52; 7; 2164; 2613; 2881; 0

-21.56; 7; 2156; 2433; 2799; 0

-20.98; 7; 2146; 3187; 3159; 0

-21.32; 7; 2138; 3065; 3102; 0

-21.79; 7; 2130; 1917; 2563; 7

-22.07; 7; 2124; 2733; 2949; 0

-22.45; 7; 2118; 1917; 2563; 2

-22.73; 7; 2111; 2564; 2859; 0

-22.19; 7; 2098; 2928; 3038; 0

-22.33; 7; 2086; 2679; 2925; 0

-21.75; 7; 2078; 2110; 2654; 7

-21.72; 7; 2072; 2733; 2949; 7

-20.58; 7; 2067; 2110; 2654; 7

-19.92; 7; 2050; 2998; 3070; 7

-18.78; 6; 2034; 2733; 2949; 7

-18.00; 6; 2019; 3312; 3216; 0

-17.69; 6; 2020; 3473; 3288; 0

-16.74; 6; 2011; 2691; 2927; 6

-16.82; 7; 1997; 2823; 2990; 0

-17.10; 6; 1987; 2463; 2813; 0

-17.01; 6; 1980; 2241; 2708; 0

-17.66; 6; 1972; 2643; 2904; 7

-18.21; 6; 1966; 2354; 2761; 0

-18.26; 6; 1959; 2354; 2761; 5

-17.57; 6; 1953; 2890; 3016; 2

-17.33; 6; 1947; 2297; 2737; 0

-17.87; 6; 1933; 2581; 2867; 0

-17.51; 6; 1930; 3569; 3338; 0

-16.95; 6; 1921; 3039; 3087; 0

-16.56; 6; 1916; 3039; 3087; 0

-16.54; 6; 1901; 2774; 2965; 0

-15.62; 6; 1896; 3340; 3226; 0

-15.10; 7; 1891; 2251; 2715; 0

-14.45; 6; 1873; 2132; 2666; 0

-14.27; 6; 1869; 2303; 2737; 0

-13.64; 6; 1853; 3181; 3156; 0

-14.17; 6; 1851; 2474; 2820; 0

-14.53; 6; 1847; 2966; 3055; 0

-14.05; 6; 1832; 4011; 3543; 0

-13.46; 6; 1775; 2433; 2799; 0

-12.39; 6; 1821; 3528; 3316; 0

-12.80; 6; 1806; 4041; 3557; 0

-11.92; 6; 1789; 3855; 3477; 7

-11.95; 6; 1786; 3453; 3279; 0

-11.22; 6; 1782; 3367; 3241; 7

-10.90; 6; 1771; 4144; 3609; 0

-10.96; 6; 1756; 3960; 3517; 2

-11.71; 6; 1759; 2548; 2856; 0

-12.16; 6; 1749; 3604; 3354; 8

-12.80; 6; 1748; 2733; 2946; 0

-12.59; 6; 1740; 3651; 3373; 0

-12.17; 6; 1724; 3728; 3409; 8

-12.58; 6; 1721; 3245; 3186; 8

-12.05; 6; 1710; 3400; 3259; 0

-11.61; 6; 1702; 3556; 3329; 0

-11.53; 6; 1702; 2952; 3048; 0

-11.84; 6; 1687; 2512; 2835; 9

-12.13; 6; 1682; 3556; 3329; 0

-11.03; 6; 1673; 3905; 3496; 9

-10.27; 6; 1670; 3029; 3084; 0

-10.57; 6; 1661; 3318; 3219; 0

-10.04; 6; 1652; 3556; 3329; 0

-10.47; 6; 1644; 3679; 3383; 0

-10.17; 6; 1637; 4335; 3693; 0

-10.09; 6; 1631; 3679; 3383; 0

-9.47; 6; 1623; 4137; 3602; 0

-9.77; 6; 1620; 4137; 3602; 7

-9.53; 6; 1610; 4040; 3554; 0

-10.06; 6; 1605; 3507; 3306; 0

-10.55; 6; 1600; 2903; 3025; 10

-10.26; 6; 1588; 2517; 2837; 0

-10.08; 6; 1581; 4227; 3647; 4

-10.12; 6; 1588; 3763; 3422; 0

-9.82; 6; 1572; 4040; 3554; 0

-9.68; 6; 1574; 4084; 3574; 0

-9.92; 6; 1555; 3213; 3174; 0

-10.37; 6; 1558; 3213; 3174; 0

-10.08; 6; 1551; 2928; 3038; 0

-9.92; 6; 1543; 3876; 3483; 1

-9.65; 6; 1547; 3982; 3530; 0

-8.70; 6; 1533; 3624; 3360; 0

-8.63; 6; 1523; 3142; 3138; 0

-8.48; 6; 1507; 3548; 3325; 0

-8.42; 6; 1499; 4173; 3623; 8

-7.61; 6; 1499; 4084; 3574; 0

-8.20; 6; 1491; 3982; 3530; 0

-8.35; 6; 1484; 3933; 3507; 2

-8.31; 6; 1478; 4782; 3893; 0

-8.51; 6; 1438; 2745; 2952; 0

-8.37; 6; 1470; 4219; 3640; 0

-8.50; 6; 1450; 3407; 3257; 0

-7.84; 6; 1457; 3658; 3373; 0

-8.24; 6; 1453; 4026; 3553; 0

-8.30; 6; 1448; 3246; 3192; 0

-8.13; 6; 1445; 3834; 3461; 2

-8.05; 6; 1438; 4026; 3553; 0

-8.23; 6; 1434; 3658; 3373; 0

-8.04; 6; 1424; 3174; 3150; 4

-8.18; 6; 1419; 3447; 3276; 0

-8.18; 6; 1413; 4166; 3616; 8

-8.21; 6; 1409; 3360; 3235; 0

-8.07; 6; 1404; 3784; 3432; 8

-7.99; 6; 1396; 4166; 3616; 0

-7.73; 6; 1390; 3116; 3126; 0

-7.97; 6; 1387; 3876; 3480; 0

-7.86; 6; 1379; 4063; 3567; 0

-7.99; 6; 1337; 3447; 3276; 0

-8.11; 6; 1369; 3603; 3351; 0

-7.92; 6; 1298; 4474; 3760; 5

-7.95; 6; 1356; 4166; 3616; 0

-7.66; 6; 1362; 4421; 3736; 0

-7.62; 6; 1345; 4320; 3689; 0

-7.29; 6; 1340; 4766; 3889; 0

-7.81; 6; 1337; 5257; 4132; 7

-7.89; 6; 1336; 4320; 3689; 0

-7.74; 6; 1328; 3305; 3216; 7

-7.86; 6; 1320; 3305; 3216; 0

-7.83; 6; 1314; 3394; 3256; 0

-7.83; 6; 1308; 3549; 3331; 0

-8.02; 5; 1305; 3549; 3331; 0

-7.99; 6; 1302; 4421; 3736; 0

-7.43; 6; 1301; 3226; 3180; 0

-6.10; 5; 1281; 4367; 3708; 0

-6.71; 6; 1282; 4822; 3914; 4

-7.26; 6; 1272; 2822; 2985; 0

-7.56; 6; 1271; 4474; 3760; 0

-8.04; 6; 1268; 3507; 3306; 0

-7.39; 6; 1260; 3354; 3232; 0

-8.15; 6; 1254; 3507; 3306; 0

-8.09; 6; 1249; 3181; 3156; 0

-7.81; 6; 1248; 5065; 4028; 0

-7.32; 6; 1245; 4822; 3914; 0

-7.05; 5; 1240; 3259; 3192; 0

-5.82; 5; 1231; 4822; 3914; 3

-5.80; 5; 1220; 5006; 3998; 7

-4.92; 5; 1215; 5266; 4140; 0

-4.84; 5; 1209; 6153; 4549; 0

-3.90; 5; 1215; 6325; 4620; 0

-4.08; 5; 1208; 6153; 4549; 0

-3.03; 5; 1198; 4654; 3837; 0

-2.00; 5; 1198; 5547; 4264; 2

-1.35; 5; 1190; 4766; 3889; 0

-1.08; 5; 1192; 4654; 3837; 0

-1.83; 5; 1182; 4421; 3736; 0

-1.76; 5; 1175; 5690; 4333; 0

-1.96; 5; 1165; 5547; 4264; 0

-2.34; 5; 1156; 4367; 3708; 6

-3.05; 5; 1162; 4367; 3708; 7

-3.05; 5; 1153; 4583; 3812; 0

-3.12; 5; 1148; 4718; 3863; 0

-3.02; 5; 1145; 4166; 3616; 1

-2.79; 5; 1144; 5486; 4232; 0

-1.58; 5; 1134; 6259; 4593; 0

-1.50; 5; 1133; 5940; 4442; 7

-1.77; 5; 1123; 4944; 3974; 7

-1.37; 5; 1116; 5343; 4172; 7

-2.12; 5; 1111; 4944; 3974; 7

-1.23; 5; 1111; 6259; 4593; 0

-0.45; 5; 1115; 4903; 3950; 0

-0.46; 5; 1099; 4903; 3950; 0

-0.17; 5; 1094; 4211; 3640; 0

-0.83; 5; 1088; 4114; 3592; 7

-0.46; 5; 1085; 3912; 3497; 0

-0.82; 5; 1079; 5031; 4009; 0

-0.88; 5; 1079; 4662; 3840; 0

-1.12; 5; 1077; 4528; 3792; 0

-1.19; 5; 1071; 5574; 4276; 0

-1.00; 5; 1064; 5717; 4345; 0

-1.02; 5; 1073; 6202; 4563; 0

-1.10; 5; 1059; 6719; 4805; 0

-0.90; 5; 1052; 5512; 4244; 0

-1.30; 5; 1062; 5224; 4116; 7

-1.32; 5; 1042; 4968; 3982; 7

-1.18; 5; 1038; 5224; 4116; 0

-1.33; 5; 1037; 5512; 4244; 7

-1.19; 5; 1022; 5512; 4244; 0

-1.14; 5; 1028; 6819; 4862; 0

-1.21; 5; 1032; 6630; 4769; 0

-1.10; 5; 1019; 6469; 4691; 0

-1.39; 5; 1019; 6278; 4606; 0

-1.16; 5; 1010; 5512; 4244; 11

-1.33; 5; 1007; 5097; 4040; 0

-1.39; 5; 1014; 5181; 4077; 0

-0.97; 5; 1001; 6230; 4576; 0

-1.21; 5; 993; 6068; 4507; 0

-1.10; 5; 993; 5461; 4220; 0

-1.32; 5; 989; 5181; 4077; 0

-0.98; 5; 986; 5461; 4220; 0

-1.14; 5; 983; 6770; 4829; 7

-0.14; 5; 976; 5753; 4358; 0

-0.82; 5; 982; 5591; 4288; 0

-0.87; 5; 965; 6402; 4660; 9

-0.94; 5; 965; 5308; 4152; 0

-1.14; 5; 962; 5903; 4425; 2

-0.83; 5; 841; 6498; 4713; 0

-1.24; 5; 955; 6335; 4629; 0

-0.86; 5; 951; 6498; 4713; 0

-1.38; 5; 947; 6699; 4800; 0

-1.31; 5; 944; 5839; 4400; 0

-1.26; 5; 938; 5392; 4192; 0

-1.34; 5; 942; 5994; 4476; 0

-1.22; 5; 927; 5681; 4329; 0

-1.13; 5; 930; 6879; 4891; 0

-1.12; 5; 923; 6335; 4629; 0

-1.20; 5; 918; 5681; 4329; 8

-1.04; 5; 925; 6335; 4629; 0

-0.79; 5; 912; 7021; 4957; 0

-0.89; 5; 916; 6287; 4602; 0

-1.01; 5; 906; 7021; 4957; 0

-1.54; 5; 900; 7021; 4957; 0

-2.19; 5; 900; 6441; 4682; 7

-1.30; 5; 904; 6630; 4769; 0

-1.19; 5; 894; 7641; 5240; 0

-1.41; 5; 894; 6630; 4769; 0

-0.35; 5; 887; 6441; 4682; 0

0.27; 5; 879; 6088; 4519; 0

-0.24; 5; 879; 5342; 4168; 0

0.41; 5; 875; 6382; 4646; 0

-0.07; 5; 876; 5139; 4061; 0

0.24; 5; 867; 5418; 4204; 0

-0.32; 5; 867; 5274; 4144; 2

-0.30; 5; 862; 5006; 3998; 0

-0.87; 5; 855; 6750; 4824; 0

-1.25; 5; 856; 6566; 4737; 0

-1.54; 5; 864; 6382; 4646; 8

-1.60; 5; 847; 5876; 4413; 0

-1.44; 5; 856; 6031; 4490; 2

-1.45; 5; 847; 5139; 4061; 0

-1.37; 5; 843; 5717; 4345; 7

-1.52; 5; 836; 6489; 4709; 0

-1.10; 5; 838; 5512; 4244; 0

-1.84; 5; 829; 6306; 4615; 0

-1.65; 5; 828; 5360; 4176; 7

-2.41; 5; 826; 6689; 4791; 0

-2.79; 5; 838; 7078; 4976; 0

-2.33; 5; 818; 7275; 5077; 7

-2.53; 5; 605; 6489; 4709; 0

-1.62; 5; 819; 6489; 4709; 0

-2.12; 5; 812; 7486; 5170; 0

-2.51; 5; 806; 7938; 5386; 7

-2.72; 5; 806; 6689; 4791; 0

-2.83; 5; 802; 5758; 4366; 1

-3.26; 5; 801; 5308; 4152; 0

-3.59; 5; 794; 6259; 4593; 0

-3.50; 5; 800; 7872; 5361; 0

-3.57; 5; 796; 7223; 5048; 0

-3.95; 5; 792; 7223; 5048; 0

-4.32; 5; 789; 7223; 5048; 6

-4.90; 5; 788; 6819; 4862; 0

-4.90; 5; 781; 7872; 5361; 0

-4.62; 5; 783; 7223; 5048; 0

-4.49; 5; 775; 7422; 5140; 6

-4.12; 5; 778; 8146; 5474; 0

-4.43; 5; 785; 6392; 4659; 0

-4.04; 5; 770; 7828; 5335; 0

-4.34; 5; 772; 8612; 5688; 0

-3.70; 5; 761; 8100; 5448; 0

-4.00; 5; 760; 9482; 6103; 0

-3.85; 5; 761; 9184; 5966; 0

-4.19; 5; 763; 8898; 5830; 0

-4.16; 5; 754; 8898; 5830; 0

-4.49; 5; 755; 9184; 5966; 0

-4.44; 5; 749; 8612; 5688; 0

-3.96; 5; 756; 8612; 5688; 0

-3.98; 5; 747; 9184; 5966; 0

-3.00; 5; 743; 8814; 5792; 0

-3.33; 5; 741; 6909; 4900; 0

-3.55; 5; 741; 8282; 5529; 8

-4.35; 5; 740; 7110; 4995; 0

-4.96; 5; 736; 7535; 5190; 1

-4.00; 5; 733; 6710; 4810; 0

-4.14; 5; 739; 6144; 4545; 0

-3.54; 5; 730; 7110; 4995; 0

-3.31; 5; 742; 5985; 4468; 0

-2.05; 5; 686; 8022; 5417; 0

-2.28; 5; 720; 8531; 5656; 7

-2.08; 5; 721; 9718; 6211; 0

-2.41; 5; 713; 9616; 6175; 0

-2.80; 5; 710; 8191; 5491; 0

-2.80; 5; 717; 8191; 5491; 0

-2.44; 5; 703; 7455; 5160; 0

-2.33; 5; 705; 9951; 6330; 7

-2.06; 5; 701; 8455; 5613; 0

-2.15; 5; 698; 9616; 6175; 0

-1.86; 5; 700; 8731; 5743; 3

-1.90; 5; 692; 9616; 6175; 0

-1.75; 5; 692; 8731; 5743; 0

-1.79; 5; 690; 9951; 6330; 0

-1.59; 5; 687; 7685; 5260; 0

-1.37; 5; 698; 10581; 6614; 0

-1.24; 5; 687; 8123; 5459; 0

-1.09; 5; 692; 9546; 6132; 0

-0.99; 5; 682; 10218; 6452; 2

-0.95; 5; 689; 9874; 6289; 0

-0.87; 5; 676; 10218; 6452; 3

-0.96; 5; 680; 9546; 6132; 0

-0.81; 5; 669; 8123; 5459; 0

-0.75; 5; 670; 10581; 6614; 0

0.58; 5; 670; 11777; 7172; 0

1.39; 5; 665; 9546; 6132; 0

1.20; 5; 665; 8384; 5585; 0

1.20; 5; 652; 11675; 7125; 4

1.51; 5; 654; 11675; 7125; 0

1.04; 5; 652; 10893; 6755; 0

0.21; 5; 647; 9470; 6098; 0

-0.26; 5; 650; 10893; 6755; 0

-0.92; 5; 647; 9796; 6247; 7

-1.31; 5; 647; 11675; 7125; 0

-0.91; 5; 638; 11288; 6949; 0

-1.05; 5; 656; 10893; 6755; 0

0.10; 5; 643; 11675; 7125; 0

0.03; 5; 635; 10893; 6755; 7

0.65; 5; 636; 11288; 6949; 7

0.09; 5; 641; 9395; 6063; 0

-0.55; 5; 659; 6849; 4877; 0

-2.04; 5; 672; 5762; 4362; 7

-3.35; 1; 688; 5444; 4216; 0

-4.76; 5; 729; 5006; 3998; 0

-5.80; 5; 755; 4591; 3819; 0

-6.78; 5; 766; 4121; 3595; 0

-7.66; 5; 794; 3819; 3454; 0

-8.56; 5; 825; 3427; 3266; 0

-9.37; 5; 851; 3340; 3226; 0

-10.18; 5; 899; 3083; 3108; 8

-10.93; 5; 922; 2915; 3031; 0

-11.64; 5; 943; 2576; 2865; 0

-12.42; 5; 989; 2370; 2770; 0

-13.16; 5; 998; 2241; 2708; 0

-13.89; 6; 1021; 2110; 2654; 0

-14.63; 6; 1060; 1929; 2569; 0

-15.44; 6; 1097; 1871; 2542; 0

-16.22; 6; 1144; 1708; 2467; 0

-16.88; 6; 1175; 1567; 2399; 0

-17.64; 6; 1206; 1515; 2374; 7

-18.44; 6; 1234; 1329; 2285; 0

-19.16; 6; 1270; 1281; 2267; 0

-19.91; 6; 1304; 1238; 2247; 0

-20.28; 6; 1339; 1075; 2172; 0

-20.96; 6; 1378; 1036; 2154; 0

-21.72; 6; 1413; 994; 2134; 8

-22.30; 6; 1441; 913; 2096; 0

-22.87; 6; 1498; 849; 2064; 0

-23.45; 6; 1533; 390; 1749; 0

-23.92; 6; 1560; 787; 2022; 0

-24.42; 6; 1598; 730; 1991; 0

-24.84; 6; 1645; 730; 1991; 7

-25.34; 6; 1678; 700; 1973; 0

-25.82; 6; 1730; 674; 1957; 0

-26.41; 6; 1773; 626; 1928; 0

-27.07; 6; 1769; 588; 1902; 0

-27.60; 6; 1855; 588; 1902; 0

-28.18; 6; 1898; 545; 1871; 0

-28.53; 6; 1929; 545; 1871; 0

-28.93; 6; 1989; 507; 1844; 0

-29.33; 6; 2025; 507; 1844; 3

-29.79; 6; 2089; 490; 1832; 0

-30.44; 7; 2131; 471; 1817; 0

-30.77; 7; 2163; 471; 1817; 0

-31.33; 7; 2216; 452; 1803; 2

-32.08; 7; 2274; 452; 1803; 0

-32.47; 7; 2323; 436; 1788; 8

-33.10; 7; 2365; 422; 1775; 2

-33.39; 7; 2419; 410; 1766; 8

-33.92; 7; 2452; 394; 1753; 0

-34.29; 7; 2506; 394; 1753; 0

-34.52; 7; 2556; 379; 1739; 2

-35.24; 7; 2614; 366; 1729; 0

-35.83; 7; 2670; 352; 1714; 0

-36.10; 7; 2725; 352; 1714; 0

-36.71; 7; 2758; 342; 1704; 0

-36.97; 7; 2825; 342; 1704; 0

-37.61; 7; 2874; 321; 1682; 0

-38.13; 7; 2935; 321; 1682; 0

-38.62; 7; 2878; 313; 1674; 8

-39.26; 7; 3040; 303; 1664; 9

-39.75; 7; 3118; 303; 1664; 0

-39.80; 7; 3167; 303; 1664; 0

-40.43; 7; 3226; 291; 1651; 0

-40.78; 7; 3279; 280; 1638; 0

-41.06; 7; 3333; 271; 1628; 0

-41.52; 7; 3405; 254; 1608; 0

-41.54; 7; 3471; 262; 1618; 8

-41.99; 7; 3529; 242; 1597; 0

-42.09; 7; 3575; 254; 1608; 0

-42.60; 7; 3626; 234; 1587; 0

-42.64; 7; 3693; 226; 1576; 0

-43.17; 7; 3777; 211; 1556; 9

-43.32; 7; 3817; 218; 1564; 0

-43.34; 7; 3894; 218; 1564; 0

-43.78; 7; 3961; 211; 1556; 0

-44.00; 7; 4014; 211; 1556; 0

-44.45; 7; 4082; 203; 1544; 0

-44.33; 7; 4154; 218; 1564; 0

-44.84; 6; 4203; 203; 1544; 0

-45.11; 7; 4289; 203; 1544; 0

-45.19; 7; 4338; 196; 1536; 0

-45.47; 7; 4404; 189; 1526; 0

-45.32; 7; 4476; 189; 1526; 0

-45.90; 7; 4550; 177; 1507; 8

-46.28; 7; 4630; 182; 1516; 0

-46.50; 7; 4692; 169; 1496; 0

-46.86; 7; 4763; 169; 1496; 9

-46.82; 8; 4837; 177; 1507; 0

-47.30; 5; 4900; 164; 1478; 0

-47.48; 8; 4993; 164; 1478; 9

-47.58; 8; 5051; 156; 1429; 0

-47.96; 8; 5128; 151; 1393; 9

-48.01; 8; 5207; 151; 1393; 0

-48.14; 8; 5270; 151; 1393; 9

-48.45; 8; 5343; 142; 1334; 8

-48.46; 8; 5415; 146; 1364; 9

-49.23; 8; 5507; 136; 1299; 0

-49.40; 8; 5599; 136; 1299; 0

-49.44; 8; 5651; 131; 1262; 0

-49.58; 8; 5747; 131; 1262; 0

-49.41; 8; 5818; 136; 1299; 0

-49.95; 8; 5891; 126; 1231; 0

-49.76; 8; 5964; 131; 1262; 10

-49.98; 8; 6047; 126; 1231; 0

-50.25; 8; 6141; 122; 1201; 0

-50.19; 8; 6208; 122; 1201; 9

-50.26; 8; 6284; 117; 1171; 0

-50.15; 8; 6382; 117; 1171; 0

-50.27; 8; 6458; 112; 1140; 4

-50.28; 8; 6541; 108; 1113; 3

-50.16; 8; 6613; 112; 1140; 10

-50.73; 8; 6685; 99; 1056; 0

-50.61; 8; 6757; 105; 1090; 0

-50.76; 8; 6861; 96; 1032; 0

-50.73; 8; 6975; 99; 1056; 0

-51.14; 8; 7029; 96; 1032; 0

-51.02; 8; 7091; 18; 519; 0

-50.02; 8; 7188; 96; 1032; 0

-50.06; 8; 7293; 85; 959; 0

-50.45; 8; 7352; 85; 959; 0

-50.55; 8; 7462; 85; 959; 9

-50.51; 8; 7528; 81; 935; 0

-50.93; 8; 7632; 78; 915; 0

-50.88; 8; 7698; 78; 915; 0

-50.57; 8; 7787; 85; 959; 0

-50.79; 8; 7877; 78; 915; 0

-51.11; 8; 7978; 74; 889; 0

-51.12; 8; 8052; 71; 870; 5

-51.39; 8; 8149; 74; 889; 0

-51.49; 8; 8219; 71; 870; 8

-51.78; 8; 8325; 65; 827; 0

-51.91; 8; 8440; 67; 846; 3

-52.24; 8; 8518; 65; 827; 0

-51.25; 8; 8603; 67; 846; 0

-51.25; 8; 8695; 62; 808; 0

-50.76; 8; 8780; 65; 827; 0

-49.70; 8; 8863; 67; 846; 1

-49.52; 8; 8960; 67; 846; 0

-49.38; 8; 9064; 65; 827; 0

-48.63; 8; 9151; 65; 827; 0

-48.52; 8; 9106; 65; 827; 0

-48.67; 8; 9347; 58; 787; 0

-48.23; 8; 9439; 53; 752; 2

-48.04; 8; 9534; 53; 752; 0

-48.11; 8; 9629; 51; 735; 9

-47.38; 8; 9724; 53; 752; 7

-47.69; 8; 9824; 51; 735; 0

-47.63; 8; 9916; 56; 770; 0

-47.05; 8; 10016; 59; 791; 0

-47.75; 8; 10111; 51; 735; 0

-47.23; 8; 10201; 56; 770; 9

-47.54; 8; 10309; 53; 752; 0

-47.50; 8; 10401; 51; 735; 0

-46.67; 8; 10488; 56; 770; 9

-47.50; 8; 10606; 47; 715; 0

-46.53; 8; 10691; 47; 715; 1

-47.20; 8; 10800; 45; 700; 0

-46.92; 8; 10885; 43; 683; 10

-46.58; 8; 10996; 45; 700; 0

-47.11; 8; 11089; 41; 671; 0

-46.38; 8; 11187; 43; 683; 0

-47.07; 8; 11301; 36; 638; 0

-47.25; 8; 11397; 36; 638; 0

-46.83; 8; 11496; 38; 652; 0

-47.72; 8; 11605; 32; 611; 0

-46.77; 8; 11705; 36; 638; 0

-47.52; 8; 11830; 29; 596; 0

-47.15; 8; 11912; 32; 611; 0

-47.16; 8; 12023; 32; 611; 0

-47.28; 8; 12122; 29; 596; 9

-46.86; 8; 12224; 32; 611; 9

-47.65; 8; 12342; 25; 570; 0

-46.73; 8; 12440; 29; 596; 0

-47.53; 8; 12552; 23; 556; 0

-47.28; 8; 12647; 22; 545; 0

-47.20; 8; 12770; 22; 545; 0

-47.41; 8; 12874; 20; 533; 0

-46.83; 8; 12973; 20; 533; 0

-47.62; 8; 13091; 13; 486; 0

-47.01; 8; 13188; 16; 508; 10

-47.30; 8; 13305; 13; 486; 9

-47.22; 8; 13404; 13; 486; 0

-46.97; 8; 13520; 13; 486; 0

-47.39; 8; 13622; 9; 464; 0

-46.99; 8; 13723; 11; 476; 0

-47.50; 8; 13836; 8; 457; 0

-47.07; 8; 13949; 9; 464; 0

-47.81; 8; 14057; 4; 432; 9

-46.98; 8; 14159; 9; 464; 0

-47.75; 8; 14269; 4; 432; 0

-47.06; 8; 14371; 6; 441; 0

-47.85; 8; 14489; 2; 414; 10

-46.77; 8; 14593; 3; 421; 0

-47.40; 8; 14703; 0; 400; 10

-46.77; 8; 14804; 2; 417; 0

-47.42; 8; 14921; 0; 400; 0

-46.48; 8; 15027; 1; 409; 3

-47.36; 8; 15147; 0; 400; 10

-46.52; 8; 15253; 2; 417; 0

-47.31; 8; 15360; 0; 400; 10

-46.92; 8; 15478; 2; 416; 0

-47.45; 8; 15577; 0; 400; 0

-47.22; 8; 15695; 1; 408; 0

-48.07; 8; 15815; 0; 400; 0

-47.47; 8; 15933; 2; 416; 0

-48.62; 8; 16048; 0; 400; 0

-48.09; 8; 16158; 3; 424; 0

-48.28; 8; 16253; 1; 408; 10

-48.53; 8; 16375; 1; 409; 9

-48.27; 8; 16478; 2; 417; 0

-48.88; 8; 16601; 0; 400; 0

-48.18; 8; 16704; 3; 423; 0

-48.91; 8; 16826; 0; 400; 0

-48.20; 8; 16941; 0; 406; 0

-49.04; 8; 17068; 1; 408; 0

-48.50; 8; 17170; 2; 414; 0

-49.25; 8; 17302; 0; 400; 0

-48.10; 8; 17400; 2; 414; 11

-49.13; 8; 17523; 0; 400; 10

-48.43; 8; 17642; 2; 416; 0

-49.25; 9; 17766; 0; 400; 0

-48.89; 9; 17885; 3; 424; 3

-49.12; 9; 17998; 1; 409; 9

-49.79; 9; 18129; 0; 400; 1

-49.39; 9; 18244; 1; 407; 10

-49.59; 9; 18376; 1; 407; 9

-49.65; 9; 18498; 0; 400; 9

-50.07; 9; 18621; 0; 400; 0

-49.95; 9; 18742; 0; 400; 0

-49.71; 9; 18868; 3; 423; 0

-50.23; 9; 18998; 0; 400; 0

-50.38; 9; 19114; 1; 408; 0

-50.31; 9; 19225; 0; 400; 0

-50.33; 9; 19368; 2; 415; 0

-50.29; 10; 19480; 0; 400; 0

-50.57; 10; 19606; 0; 406; 10

-49.95; 10; 19726; 2; 415; 0

-50.76; 10; 19860; 0; 400; 0

-49.77; 10; 19968; 1; 408; 0

-50.71; 10; 20101; 0; 400; 0

-49.57; 10; 20216; 3; 422; 11

-50.42; 10; 20338; 0; 400; 0

-49.66; 10; 20462; 2; 414; 0

-49.98; 11; 20577; 0; 400; 0

-50.27; 11; 20699; 1; 408; 0

-49.61; 11; 20818; 0; 400; 0

-50.41; 11; 20942; 0; 400; 0

-49.42; 11; 21061; 3; 421; 1

-50.40; 11; 21189; 0; 400; 0

-49.80; 11; 21304; 0; 400; 0

-50.33; 12; 21440; 61; 806; 0

-49.82; 12; 21559; 73; 882; 0

-50.60; 12; 21691; 157; 1436; 0

-50.40; 12; 21815; 153; 1408; 0

-50.19; 12; 21922; 150; 1389; 11

-50.83; 12; 22038; 157; 1436; 0

-49.81; 13; 22154; 143; 1341; 2

-50.49; 13; 22288; 133; 1277; 0

-49.61; 13; 22407; 140; 1321; 12

-50.26; 13; 22522; 128; 1242; 0

-49.95; 13; 22648; 128; 1242; 0

-48.88; 14; 22750; 130; 1255; 0

-49.58; 14; 22870; 112; 1137; 0

-48.43; 14; 22980; 118; 1178; 0

-48.91; 14; 23107; 109; 1122; 11

-48.57; 15; 23230; 104; 1083; 0

-48.33; 15; 23347; 102; 1071; 9

-48.30; 15; 23477; 99; 1050; 11

-47.98; 16; 23592; 90; 997; 11

-47.92; 16; 23724; 84; 954; 0

-47.08; 16; 23841; 86; 970; 0

-47.69; 16; 23972; 77; 909; 0

-46.56; 17; 24086; 77; 909; 0

-47.17; 17; 24218; 72; 874; 0

-46.00; 17; 24346; 70; 865; 0

-46.61; 17; 24486; 63; 819; 0

-45.49; 18; 24614; 67; 844; 10

-46.11; 18; 24740; 60; 798; 4

-45.07; 18; 24864; 62; 808; 0

-45.45; 18; 25000; 60; 798; 0

-44.58; 19; 25128; 56; 772; 0

-45.18; 19; 25269; 50; 730; 0

-44.24; 19; 25394; 50; 730; 2

-44.29; 19; 25511; 43; 686; 0

-44.58; 20; 25648; 40; 665; 0

